cricos_provider_code,institution_name,cricos_course_code,course_name,vet_national_code,dual_qualification,course_level,primary_broad_field_code,primary_broad_field_name,primary_narrow_field_code,primary_narrow_field_name,primary_detailed_field_code,primary_detailed_field_name,secondary_broad_field_code,secondary_broad_field_name,secondary_narrow_field_code,secondary_narrow_field_name,secondary_detailed_field_code,secondary_detailed_field_name,foundation_studies,work_component,work_component_hours_per_week,work_component_weeks,work_component_total_hours,course_language,duration_weeks,tuition_fee_aud,non_tuition_fee_aud,estimated_total_course_cost_aud,data_source
00002J,Macquarie University (Macquarie),037278J,Bachelor of Marine Science,,No,Bachelor Degree,01,Natural and Physical Sciences,0109,Biological Sciences,010907,Marine Science,,,,,,,No,No,0.0,0,0,English,156,142600,1119,143719,CRICOS
00002J,Macquarie University (Macquarie),037283A,Bachelor of Arts - Psychology with the degree of Bachelor of Laws,,Yes,Bachelor Degree,09,Society and Culture,0907,Behavioural Science,090701,Psychology,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",No,No,0.0,0,0,English,260,150000,1515,151515,CRICOS
00002J,Macquarie University (Macquarie),037296G,Exchange Program,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,0.0,0,0,English,26,,,1,CRICOS
00002J,Macquarie University (Macquarie),037297F,Exchange Program,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,0.0,0,0,English,52,,,1,CRICOS
00002J,Macquarie University (Macquarie),037303B,Master of Speech and Language Pathology,,No,Masters Degree (Coursework),06,Health,0617,Rehabilitation Therapies,061707,Speech Pathology,,,,,,,No,Yes,11.0,60,660,English,104,129500,746,130246,CRICOS
00002J,Macquarie University (Macquarie),043333A,Bachelor of e-Business,,No,Bachelor Degree,08,Management and Commerce,0803,Business and Management,080399,"Business and Management, n.e.c.",,,,,,,No,No,0.0,0,0,English,156,144600,1119,145719,CRICOS
00002J,Macquarie University (Macquarie),045284M,Master of International Trade and Commerce Law,,No,Masters Degree (Coursework),09,Society and Culture,0909,Law,090909,International Law,,,,,,,No,No,0.0,0,0,English,52,46900,373,47273,CRICOS
00002J,Macquarie University (Macquarie),047324C,Bachelor of Education (Primary),,No,Bachelor Degree,07,Education,0701,Teacher Education,070103,Teacher Education: Primary,,,,,,,No,Yes,35.0,12,420,English,104,82400,746,83146,CRICOS
00002J,Macquarie University (Macquarie),047326A,Bachelor of Engineering,,No,Bachelor Degree,03,Engineering and Related Technologies,0399,Other Engineering and Related Technologies,039999,"Engineering and Related Technologies, n.e.c.",,,,,,,No,Yes,36.0,15,540,English,208,0,0,139968,CRICOS
00002J,Macquarie University (Macquarie),047327M,Bachelor of Information Technology,,No,Bachelor Degree,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",,,,,,,No,No,0.0,0,0,English,156,144600,1119,145719,CRICOS
00002J,Macquarie University (Macquarie),047337J,Master of Laws,,No,Masters Degree (Coursework),09,Society and Culture,0909,Law,090900,"Law, n.f.d.",,,,,,,No,No,0.0,0,0,English,52,47800,373,48173,CRICOS
00002J,Macquarie University (Macquarie),048246D,Bachelor of Commerce,,No,Bachelor Degree,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",,,,,,,No,No,0.0,0,0,English,156,146500,1119,147619,CRICOS
00002J,Macquarie University (Macquarie),054336G,Bachelor of International Studies,,No,Bachelor Degree,09,Society and Culture,0915,Language and Literature,091599,"Language and Literature, n.e.c.",,,,,,,No,No,0.0,0,0,English,156,136300,1119,137419,CRICOS
00002J,Macquarie University (Macquarie),056664G,Master of Philosophy (Business and Economics),,No,Masters Degree (Research),09,Society and Culture,0919,Economics and Econometrics,091901,Economics,,,,,,,No,No,,,,English,104,80400,0,80400,CRICOS
00002J,Macquarie University (Macquarie),056667E,Master of Philosophy (Arts),,No,Masters Degree (Research),09,Society and Culture,0900,Society and Culture,090000,"Society and Culture, n.f.d.",,,,,,,No,No,,,,English,104,86100,0,86100,CRICOS
00002J,Macquarie University (Macquarie),056670K,Master of Philosophy (Science and Engineering),,No,Masters Degree (Research),05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050999,"Environmental Studies, n.e.c.",,,,,,,No,No,,,,English,104,110200,0,110200,CRICOS
00002J,Macquarie University (Macquarie),058390B,Master of Teaching (Birth to Five Years),,No,Masters Degree (Coursework),07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,30.0,16,480,English,104,79400,746,80146,CRICOS
00002J,Macquarie University (Macquarie),060660M,Master of Advanced Surgery,,No,Masters Degree (Coursework),06,Health,0601,Medical Studies,060103,Surgery,,,,,,,No,Yes,25.0,30,750,English,52,20000,0,20000,CRICOS
00002J,Macquarie University (Macquarie),060661K,Master of Surgery,,No,Masters Degree (Coursework),06,Health,0601,Medical Studies,060103,Surgery,,,,,,,No,Yes,15.0,60,900,English,104,40000,0,40000,CRICOS
00002J,Macquarie University (Macquarie),060724M,Bachelor of Planning,,No,Bachelor Degree,04,Architecture and Building,0401,Architecture and Urban Environment,040103,Urban Design and Regional Planning,,,,,,,No,Yes,25.0,6,150,English,208,194000,1492,195492,CRICOS
00002J,Macquarie University (Macquarie),060726J,Bachelor of Engineering with the degree of Bachelor of Commerce,,Yes,Bachelor Degree,03,Engineering and Related Technologies,0300,Engineering and Related Technologies,030000,"Engineering and Related Technologies, n.f.d.",08,Management and Commerce,0800,Management and Commerce,080000,"Management and Commerce, n.f.d.",No,No,,,,English,260,257400,1865,259265,CRICOS
00002J,Macquarie University (Macquarie),060727G,Bachelor of Engineering with the degree of Bachelor of Science,,Yes,Bachelor Degree,03,Engineering and Related Technologies,0300,Engineering and Related Technologies,030000,"Engineering and Related Technologies, n.f.d.",01,Natural and Physical Sciences,0100,Natural and Physical Sciences,010000,"Natural and Physical Sciences, n.f.d.",No,No,,,,English,260,0,0,174960,CRICOS
00002J,Macquarie University (Macquarie),064238D,Doctor of Philosophy (Human Sciences - Low Cost),,No,Doctoral Degree,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,156,106278,0,106278,CRICOS
00002J,Macquarie University (Macquarie),064239C,Doctor of Philosophy (Human Sciences - High Cost),,No,Doctoral Degree,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,156,168600,0,168600,CRICOS
00002J,Macquarie University (Macquarie),064240K,Master of Philosophy (Human Sciences - Low Cost),,No,Masters Degree (Research),12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,104,70852,0,70852,CRICOS
00002J,Macquarie University (Macquarie),064241J,Master of Philosophy (Human Sciences - High Cost),,No,Masters Degree (Research),12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,104,110200,0,110200,CRICOS
00002J,Macquarie University (Macquarie),067838M,Bachelor of Actuarial Studies,,No,Bachelor Degree,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081103,Insurance and Actuarial Studies,,,,,,,No,No,,,,English,156,146500,1119,147619,CRICOS
00002J,Macquarie University (Macquarie),067842D,Bachelor of Actuarial Studies with the degree of Bachelor of Science,,No,Bachelor Degree,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,208,199300,1492,200792,CRICOS
00002J,Macquarie University (Macquarie),067843C,Bachelor of Advanced Science,,No,Bachelor Degree,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",,,,,,,No,No,,,,English,156,142600,1119,143719,CRICOS
00002J,Macquarie University (Macquarie),067844B,Bachelor of Applied Finance with the degree of Bachelor of Actuarial Studies,,Yes,Bachelor Degree,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081101,Banking and Finance,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081103,Insurance and Actuarial Studies,No,No,,,,English,208,199300,1492,200792,CRICOS
00002J,Macquarie University (Macquarie),067845A,Bachelor of Applied Finance with the degree of Bachelor of Commerce - Professional Accounting,,Yes,Bachelor Degree,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081101,Banking and Finance,08,Management and Commerce,0801,Accounting,080101,Accounting,No,No,,,,English,208,199300,1492,200792,CRICOS
00002J,Macquarie University (Macquarie),067846M,Bachelor of Arts with the degree of Bachelor of Commerce,,No,Bachelor Degree,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,208,185400,1492,186892,CRICOS
00002J,Macquarie University (Macquarie),067848J,Bachelor of Biodiversity and Conservation,,No,Bachelor Degree,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050901,"Land, Parks and Wildlife Management",,,,,,,No,No,,,,English,156,142300,1119,143419,CRICOS
00002J,Macquarie University (Macquarie),067850D,Bachelor of Business Administration with the degree of Bachelor of Commerce - Professional Accounting,,Yes,Bachelor Degree,08,Management and Commerce,0803,Business and Management,080301,Business Management,08,Management and Commerce,0801,Accounting,080101,Accounting,No,No,,,,English,208,199300,1492,200792,CRICOS
00002J,Macquarie University (Macquarie),067851C,Bachelor of Commerce - Professional Accounting,,No,Bachelor Degree,08,Management and Commerce,0801,Accounting,080101,Accounting,,,,,,,No,No,,,,English,156,146500,1119,147619,CRICOS
00002J,Macquarie University (Macquarie),067856J,Bachelor of Commerce with the degree of Bachelor of Science,,No,Bachelor Degree,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,208,199300,1492,200792,CRICOS
00002J,Macquarie University (Macquarie),067858G,Bachelor of Environment,,No,Bachelor Degree,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050900,"Environmental Studies, n.f.d.",,,,,,,No,No,,,,English,156,142300,1119,143419,CRICOS
00002J,Macquarie University (Macquarie),067866G,Bachelor of Business Administration with the degree of Bachelor of Arts,,No,Bachelor Degree,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,208,199300,1492,200792,CRICOS
00002J,Macquarie University (Macquarie),068544F,Master of Management General Exchange Program,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,13,,,0,CRICOS
00002J,Macquarie University (Macquarie),070063E,Doctor of Philosophy (Human Sciences - Mid Cost),,No,Doctoral Degree,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,156,150400,0,150400,CRICOS
00002J,Macquarie University (Macquarie),070064D,Master of Philosophy (Human Sciences - Mid Cost),,No,Masters Degree (Research),12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,104,98300,0,98300,CRICOS
00002J,Macquarie University (Macquarie),070505F,Master of Advanced Medicine,,No,Masters Degree (Coursework),06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",,,,,,,No,Yes,25.0,30,750,English,52,20000,0,20000,CRICOS
00002J,Macquarie University (Macquarie),072063M,Bachelor of Arts - Media,,No,Bachelor Degree,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",,,,,,,No,No,,,,English,156,139000,1119,140119,CRICOS
00002J,Macquarie University (Macquarie),074754A,Bachelor of Marketing and Media,,No,Bachelor Degree,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,,,,,,,No,No,,,,English,156,146500,1119,147619,CRICOS
00002J,Macquarie University (Macquarie),075047J,Bachelor of Arts with the degree of Bachelor of Education (Primary),,Yes,Bachelor Degree,09,Society and Culture,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",07,Education,0701,Teacher Education,070103,Teacher Education: Primary,No,Yes,35.0,16,560,English,208,171500,1492,172992,CRICOS
00002J,Macquarie University (Macquarie),075265K,Doctor of Physiotherapy,,No,Masters Degree (Extended),06,Health,0617,Rehabilitation Therapies,061701,Physiotherapy,,,,,,,No,Yes,35.0,32,,English,156,196900,1119,198019,CRICOS
00002J,Macquarie University (Macquarie),077336F,Doctor of Advanced Surgery,,No,Doctoral Degree,06,Health,0601,Medical Studies,060103,Surgery,,,,,,,No,Yes,30.0,60,,English,156,0,0,118856,CRICOS
00002J,Macquarie University (Macquarie),077583B,Master of Medical Practice,,No,Masters Degree (Coursework),06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",,,,,,,No,Yes,30.0,30,900,English,52,0,0,39776,CRICOS
00002J,Macquarie University (Macquarie),077685G,Master of Advanced Professional Accounting,,No,Masters Degree (Coursework),08,Management and Commerce,0801,Accounting,080101,Accounting,,,,,,,No,No,,,,English,78,71300,559.5,71859.5,CRICOS
00002J,Macquarie University (Macquarie),078005F,Bachelor of Commerce with the degree of Bachelor of Arts - Psychology,,Yes,Bachelor Degree,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",09,Society and Culture,0907,Behavioural Science,090701,Psychology,No,No,,,,English,208,199300,1492,200792,CRICOS
00002J,Macquarie University (Macquarie),078627J,Master of Clinical Sciences,,No,Masters Degree (Coursework),06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",,,,,,,No,No,,,,English,104,0,0,104064,CRICOS
00002J,Macquarie University (Macquarie),078628G,Doctor of Clinical Practice,,No,Masters Degree (Coursework),06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",,,,,,,No,Yes,20.0,90,,English,156,0,0,157632,CRICOS
00002J,Macquarie University (Macquarie),079199E,Master of International Public Diplomacy,,No,Masters Degree (Coursework),09,Society and Culture,0901,Political Science and Policy Studies,090103,Policy Studies,,,,,,,No,No,,,,English,78,70050,559.5,70609.5,CRICOS
00002J,Macquarie University (Macquarie),079304J,Bachelor of Business Administration with the degree of Bachelor of Psychology (Honours),,Yes,Bachelor Honours Degree,08,Management and Commerce,0803,Business and Management,080301,Business Management,09,Society and Culture,0907,Behavioural Science,090701,Psychology,No,No,,,,English,260,182250,1515,183765,CRICOS
00002J,Macquarie University (Macquarie),079305G,Bachelor of Commerce with the degree of Bachelor of Psychology (Honours),,Yes,Bachelor Honours Degree,08,Management and Commerce,0801,Accounting,080101,Accounting,09,Society and Culture,0907,Behavioural Science,090701,Psychology,No,No,,,,English,260,182250,1515,183765,CRICOS
00002J,Macquarie University (Macquarie),079306G,Bachelor of Business Analytics,,No,Bachelor Degree,02,Information Technology,0203,Information Systems,020307,Decision Support Systems,,,,,,,No,No,,,,English,156,146500,1119,147619,CRICOS
00002J,Macquarie University (Macquarie),079307F,Bachelor of Business Leadership and Commerce,,No,Bachelor Degree,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",,,,,,,No,No,,,,English,208,145800,1212,147012,CRICOS
00002J,Macquarie University (Macquarie),079539A,Juris Doctor,,No,Masters Degree (Extended),09,Society and Culture,0909,Law,090900,"Law, n.f.d.",,,,,,,No,No,,,,English,156,154000,1119,155119,CRICOS
00002J,Macquarie University (Macquarie),079889A,Bachelor of Arts - Psychology with the degree of Bachelor of Education (Primary),,Yes,Bachelor Degree,09,Society and Culture,0907,Behavioural Science,090701,Psychology,07,Education,0701,Teacher Education,070103,Teacher Education: Primary,No,No,,,,English,208,120000,1212,121212,CRICOS
00002J,Macquarie University (Macquarie),079890G,Bachelor of Psychology (Honours) with the degree of Bachelor of Laws,,Yes,Bachelor Honours Degree,09,Society and Culture,0907,Behavioural Science,090701,Psychology,09,Society and Culture,0909,Law,090901,Business and Commercial Law,No,No,,,,English,312,239400,1818,241218,CRICOS
00002J,Macquarie University (Macquarie),079891G,Bachelor of Ancient History,,No,Bachelor Degree,09,Society and Culture,0903,Studies in Human Society,090305,History,,,,,,,No,No,,,,English,156,128500,1119,129619,CRICOS
00002J,Macquarie University (Macquarie),080284J,Master of Data Science,,No,Masters Degree (Coursework),02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",,,,,,,No,No,,,,English,104,94500,746,95246,CRICOS
00002J,Macquarie University (Macquarie),080285G,Bachelor of Human Sciences,,No,Bachelor Degree,06,Health,0699,Other Health,069903,Human Movement,,,,,,,No,No,,,,English,156,142600,1119,143719,CRICOS
00002J,Macquarie University (Macquarie),080286G,Bachelor of Global Business,,No,Bachelor Degree,08,Management and Commerce,0803,Business and Management,080311,International Business,,,,,,,No,No,,,,English,156,146500,1119,147619,CRICOS
00002J,Macquarie University (Macquarie),080287F,Bachelor of Education (Secondary),,No,Bachelor Degree,07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,,,,,,,No,Yes,35.0,12,420,English,104,82400,746,83146,CRICOS
00002J,Macquarie University (Macquarie),080288E,Bachelor of Laws,,No,Bachelor Degree,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",,,,,,,No,No,,,,English,208,205400,1492,206892,CRICOS
00002J,Macquarie University (Macquarie),081340J,Bachelor of Science with the degree of Bachelor of Education (Secondary),,Yes,Bachelor Degree,01,Natural and Physical Sciences,0101,Mathematical Sciences,010101,Mathematics,07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,No,Yes,35.0,16,560,English,208,167300,1492,168792,CRICOS
00002J,Macquarie University (Macquarie),081342G,Bachelor of Arts with the degree of Bachelor of Education (Secondary),,Yes,Bachelor Degree,09,Society and Culture,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,No,Yes,35.0,16,560,English,208,120000,1212,121212,CRICOS
00002J,Macquarie University (Macquarie),081724D,Doctor of Advanced Medicine,,No,Doctoral Degree,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",,,,,,,No,Yes,30.0,60,,English,156,0,0,118856,CRICOS
00002J,Macquarie University (Macquarie),083010M,Graduate Certificate of TESOL,,No,Graduate Certificate,07,Education,0701,Teacher Education,070115,English as a Second Language Teaching,,,,,,,No,Yes,4.0,5,20,English,26,20400,186.5,20586.5,CRICOS
00002J,Macquarie University (Macquarie),083740K,Bachelor of Archaeology,,No,Bachelor Degree,09,Society and Culture,0903,Studies in Human Society,090307,Archaeology,,,,,,,No,No,,,,English,156,128500,1119,129619,CRICOS
00002J,Macquarie University (Macquarie),083741J,Bachelor of Arts - Psychology with the degree of Bachelor of Human Sciences,,Yes,Bachelor Degree,09,Society and Culture,0907,Behavioural Science,090701,Psychology,09,Society and Culture,0903,Studies in Human Society,090300,"Studies in Human Society, n.f.d.",No,No,,,,English,208,167300,1492,168792,CRICOS
00002J,Macquarie University (Macquarie),083742G,Bachelor of Hellenic Studies,,No,Bachelor Degree,09,Society and Culture,0915,Language and Literature,091515,Eastern Asian Languages,,,,,,,No,No,,,,English,156,104400,909,105309,CRICOS
00002J,Macquarie University (Macquarie),083743G,Bachelor of Psychology (Honours) with the degree of Bachelor of Human Sciences,,Yes,Bachelor Honours Degree,09,Society and Culture,0907,Behavioural Science,090701,Psychology,09,Society and Culture,0903,Studies in Human Society,090300,"Studies in Human Society, n.f.d.",No,No,,,,English,260,270400,1865,272265,CRICOS
00002J,Macquarie University (Macquarie),083744F,Bachelor of Security Studies,,No,Bachelor Degree,02,Information Technology,0299,Other Information Technology,029901,Security Science,,,,,,,No,No,,,,English,156,142600,1119,143719,CRICOS
00002J,Macquarie University (Macquarie),083745E,Bachelor of Teaching (Early Childhood Education),,No,Bachelor Degree,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,35.0,16,560,English,208,167300,1492,168792,CRICOS
00002J,Macquarie University (Macquarie),083746D,Doctor of Medical Science,,No,Masters Degree (Coursework),01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019901,Medical Science,,,,,,,No,No,,,,English,156,0,0,99264,CRICOS
00002J,Macquarie University (Macquarie),083747C,Graduate Certificate of Early Childhood,,No,Graduate Certificate,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,No,,,,English,26,19400,186.5,19586.5,CRICOS
