qualification_code,qualification_title,osca_code,osca_description,pathway,special_conditions,special_conditions_description,jsc
SFI50119,Diploma of Aquaculture,244635,Microbiologist,Progression pathway,,,Skills Insight
SFI50219,Diploma of Fisheries Compliance,311135,Fisheries Officer,Specialised training,,,Skills Insight
SFI50219,Diploma of Fisheries Compliance,223931,Company Secretary,Progression pathway,,,Skills Insight
SFL20115,Certificate II in Floristry (Assistant),342331,Florist,Progression pathway,,,Service and Creative Skills Australia
SFL30115,Certificate III in Floristry,342331,Florist,Occupation ready,,,Service and Creative Skills Australia
SFL40115,Certificate IV in Floristry,342331,Florist,Occupation ready,,,Service and Creative Skills Australia
SFL50115,Diploma of Floristry Design,342331,Florist,Specialised training,,,Service and Creative Skills Australia
SHB20121,Certificate II in Retail Cosmetics,461934,Hair or Beauty Salon Assistant,Progression pathway,,,Service and Creative Skills Australia
SHB20121,Certificate II in Retail Cosmetics,631131,Sales Assistant (General),Related,,,Service and Creative Skills Australia
SHB20121,Certificate II in Retail Cosmetics,619999,Sales Support Workers nec,Related,,,Service and Creative Skills Australia
SHB20121,Certificate II in Retail Cosmetics,621234,Sales Representative (Personal and Household Goods),Related,,,Service and Creative Skills Australia
SHB20121,Certificate II in Retail Cosmetics,631999,Sales Assistants and Salespersons nec,Related,,,Service and Creative Skills Australia
SHB20121,Certificate II in Retail Cosmetics,619133,Sales Demonstrator,Related,,,Service and Creative Skills Australia
SHB20121,Certificate II in Retail Cosmetics,631931,Door-to-door Salesperson,Related,,,Service and Creative Skills Australia
SHB20121,Certificate II in Retail Cosmetics,621299,Sales Representatives nec,Related,,,Service and Creative Skills Australia
SHB20121,Certificate II in Retail Cosmetics,619933,Personal Shopper,Related,,,Service and Creative Skills Australia
SHB20216,Certificate II in Salon Assistant,461934,Hair or Beauty Salon Assistant,Specialised training,,,Service and Creative Skills Australia
SHB20216,Certificate II in Salon Assistant,392131,Barber,Progression pathway,,,Service and Creative Skills Australia
SHB20216,Certificate II in Salon Assistant,392132,Hairdresser,Progression pathway,,,Service and Creative Skills Australia
SHB30121,Certificate III in Beauty Services,461934,Hair or Beauty Salon Assistant,Specialised training,,,Service and Creative Skills Australia
SHB30121,Certificate III in Beauty Services,461131,Beauty Therapist,Progression pathway,,,Service and Creative Skills Australia
SHB30121,Certificate III in Beauty Services,172499,"Hair, Body and Beauty Service Managers nec",Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Service and Creative Skills Australia
SHB30221,Certificate III in Make-Up,461232,Make-up Artist,Occupation ready,,,Service and Creative Skills Australia
SHB30221,Certificate III in Make-Up,461131,Beauty Therapist,Related,,,Service and Creative Skills Australia
SHB30321,Certificate III in Nail Technology,461131,Beauty Therapist,Occupation ready,,,Service and Creative Skills Australia
SHB30416,Certificate III in Hairdressing,392132,Hairdresser,Occupation ready,,,Service and Creative Skills Australia
SHB30416,Certificate III in Hairdressing,172499,"Hair, Body and Beauty Service Managers nec",Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Service and Creative Skills Australia
SHB30416,Certificate III in Hairdressing,172431,Hair or Beauty Salon Manager,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Service and Creative Skills Australia
SHB30416,Certificate III in Hairdressing,461934,Hair or Beauty Salon Assistant,Related,,,Service and Creative Skills Australia
SHB30516,Certificate III in Barbering,392131,Barber,Occupation ready,,,Service and Creative Skills Australia
SHB30516,Certificate III in Barbering,392132,Hairdresser,Progression pathway,,,Service and Creative Skills Australia
SHB30516,Certificate III in Barbering,172431,Hair or Beauty Salon Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Service and Creative Skills Australia
SHB30516,Certificate III in Barbering,172499,"Hair, Body and Beauty Service Managers nec",Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Service and Creative Skills Australia
