onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.33,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.07,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),4,Some College Courses,6.37,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,11.79,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Incumbent,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,14.43,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),66.35,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,7.38,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),4,Some College Courses,9.47,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,2.38,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,2.73,08/2024,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,1.2,08/2024,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2024,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2024,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2024,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2024,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2024,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2024,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,4.15,08/2024,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2024,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,36.98,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),42.96,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,2.57,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,16.37,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,1.12,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2017,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2017,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,56.28,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),23.96,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,2.55,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,17.17,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.05,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,63.86,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),28.98,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,2.39,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,2.39,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,2.39,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,32.33,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),57.57,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,8.29,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,1.14,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.67,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,27.09,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),48.08,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,1.37,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),4,Some College Courses,8.64,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,2.0,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,6.18,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2020,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2020,Incumbent,O*NET
