cricos_course_code,course_name,course_level,field_rank,broad_field_code,broad_field_name,narrow_field_code,narrow_field_name,field_code,field_name,data_source
083010M,Graduate Certificate of TESOL,Graduate Certificate,1,07,Education,0701,Teacher Education,070115,English as a Second Language Teaching,CRICOS
083740K,Bachelor of Archaeology,Bachelor Degree,1,09,Society and Culture,0903,Studies in Human Society,090307,Archaeology,CRICOS
083741J,Bachelor of Arts - Psychology with the degree of Bachelor of Human Sciences,Bachelor Degree,1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
083741J,Bachelor of Arts - Psychology with the degree of Bachelor of Human Sciences,Bachelor Degree,2,09,Society and Culture,0903,Studies in Human Society,090300,"Studies in Human Society, n.f.d.",CRICOS
083742G,Bachelor of Hellenic Studies,Bachelor Degree,1,09,Society and Culture,0915,Language and Literature,091515,Eastern Asian Languages,CRICOS
083743G,Bachelor of Psychology (Honours) with the degree of Bachelor of Human Sciences,Bachelor Honours Degree,1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
083743G,Bachelor of Psychology (Honours) with the degree of Bachelor of Human Sciences,Bachelor Honours Degree,2,09,Society and Culture,0903,Studies in Human Society,090300,"Studies in Human Society, n.f.d.",CRICOS
083744F,Bachelor of Security Studies,Bachelor Degree,1,02,Information Technology,0299,Other Information Technology,029901,Security Science,CRICOS
083745E,Bachelor of Teaching (Early Childhood Education),Bachelor Degree,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
083746D,Doctor of Medical Science,Masters Degree (Coursework),1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019901,Medical Science,CRICOS
083747C,Graduate Certificate of Early Childhood,Graduate Certificate,1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
083748B,Graduate Certificate of Environment,Graduate Certificate,1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050999,"Environmental Studies, n.e.c.",CRICOS
083750G,Graduate Certificate of Development Studies and Global Health,Graduate Certificate,1,06,Health,0613,Public Health,061399,"Public Health, n.e.c.",CRICOS
083754D,Graduate Certificate of Laws,Graduate Certificate,1,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
083755C,Graduate Certificate of Management,Graduate Certificate,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
083757A,Graduate Certificate of Politics and Public Policy,Graduate Certificate,1,09,Society and Culture,0901,Political Science and Policy Studies,090103,Policy Studies,CRICOS
083758M,Graduate Certificate of Social Entrepreneurship,Graduate Certificate,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
083759K,Graduate Diploma of Applied Statistics,Graduate Diploma,1,01,Natural and Physical Sciences,0101,Mathematical Sciences,010103,Statistics,CRICOS
083760F,Graduate Diploma of Environment,Graduate Diploma,1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050900,"Environmental Studies, n.f.d.",CRICOS
083762D,Graduate Diploma of Laboratory Quality Analysis and Management,Graduate Diploma,1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019909,Laboratory Technology,CRICOS
083763C,Graduate Diploma of Laws,Graduate Diploma,1,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
083764B,Graduate Diploma of Management,Graduate Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
083766M,Graduate Diploma of Politics and Public Policy,Graduate Diploma,1,09,Society and Culture,0901,Political Science and Policy Studies,090103,Policy Studies,CRICOS
083767K,Graduate Diploma of Social Impact Assessment,Graduate Diploma,1,09,Society and Culture,0903,Studies in Human Society,090309,Human Geography,CRICOS
083768J,Graduate Diploma of Specialised Medicine,Graduate Diploma,1,06,Health,0601,Medical Studies,060100,"Medical Studies, n.f.d.",CRICOS
083769G,Graduate Diploma of Specialised Surgery,Graduate Diploma,1,06,Health,0601,Medical Studies,060103,Surgery,CRICOS
083771C,Graduate Diploma of Translating and Interpreting,Graduate Diploma,1,09,Society and Culture,0915,Language and Literature,091519,Translating and Interpreting,CRICOS
083773A,Master of Accounting (Professional),Masters Degree (Coursework),1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
083775K,Master of Actuarial Practice,Masters Degree (Coursework),1,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081103,Insurance and Actuarial Studies,CRICOS
083777G,Master of Applied Finance,Masters Degree (Coursework),1,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081101,Banking and Finance,CRICOS
083778G,Master of Applied Linguistics and TESOL,Masters Degree (Coursework),1,09,Society and Culture,0915,Language and Literature,091521,Linguistics,CRICOS
083779F,Master of Applied Statistics,Masters Degree (Coursework),1,01,Natural and Physical Sciences,0101,Mathematical Sciences,010103,Statistics,CRICOS
083780B,Master of Biotechnology and Business,Masters Degree (Coursework),1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019900,"Natural and Physical Sciences, n.f.d.",CRICOS
083781A,Master of Business Administration,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
083782M,Master of Commerce,Masters Degree (Coursework),1,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",CRICOS
083783K,Master of Early Childhood,Masters Degree (Coursework),1,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,CRICOS
083785G,Master of Education,Masters Degree (Coursework),1,07,Education,0703,Curriculum and Education Studies,070300,"Curriculum and Education Studies, n.f.d",CRICOS
083788E,Master of Geoscience,Masters Degree (Coursework),1,01,Natural and Physical Sciences,0107,Earth Sciences,010700,"Earth Sciences, n.f.d.",CRICOS
083790M,Master of Information Technology,Masters Degree (Coursework),1,02,Information Technology,0299,Other Information Technology,029999,"Information Technology, n.e.c.",CRICOS
083791K,Master of International Business,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080311,International Business,CRICOS
083792J,Master of International Business with the degree of Master of International Communication,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080311,International Business,CRICOS
083792J,Master of International Business with the degree of Master of International Communication,Masters Degree (Coursework),2,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
083793G,Master of International Business with the degree of Master of International Relations,Masters Degree (Coursework),1,09,Society and Culture,0901,Political Science and Policy Studies,090101,Political Science,CRICOS
083793G,Master of International Business with the degree of Master of International Relations,Masters Degree (Coursework),2,08,Management and Commerce,0803,Business and Management,080311,International Business,CRICOS
083794G,Master of International Communication,Masters Degree (Coursework),1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
083795F,Master of International Communication with the degree of Master of International Relations,Masters Degree (Coursework),1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
083795F,Master of International Communication with the degree of Master of International Relations,Masters Degree (Coursework),2,09,Society and Culture,0901,Political Science and Policy Studies,090101,Political Science,CRICOS
083796E,"Master of International Law, Governance and Public Policy",Masters Degree (Coursework),1,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
083797D,Master of International Relations,Masters Degree (Coursework),1,09,Society and Culture,0901,Political Science and Policy Studies,090101,Political Science,CRICOS
083799B,Master of Laboratory Quality Analysis and Management,Masters Degree (Coursework),1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019909,Laboratory Technology,CRICOS
083800C,Master of Management,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
083802A,Master of Medicine,Masters Degree (Coursework),1,06,Health,0601,Medical Studies,060100,"Medical Studies, n.f.d.",CRICOS
083805J,Master of Policy and Applied Social Research,Masters Degree (Coursework),1,09,Society and Culture,0901,Political Science and Policy Studies,090103,Policy Studies,CRICOS
083806G,Master of Politics and Public Policy,Masters Degree (Coursework),1,09,Society and Culture,0901,Political Science and Policy Studies,090103,Policy Studies,CRICOS
083807G,Master of Professional Psychology,Masters Degree (Coursework),1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
083808F,Master of Social Entrepreneurship,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
083810A,Master of Sustainable Development,Masters Degree (Coursework),1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050900,"Environmental Studies, n.f.d.",CRICOS
083811M,Master of Translation and Interpreting Studies,Masters Degree (Coursework),1,09,Society and Culture,0915,Language and Literature,091519,Translating and Interpreting,CRICOS
084276K,Graduate Certificate of Management Post-MBA,Graduate Certificate,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
084522A,Graduate Certificate of Ancient History,Graduate Certificate,1,09,Society and Culture,0903,Studies in Human Society,090305,History,CRICOS
084524K,Graduate Certificate of International Relations,Graduate Certificate,1,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
084526G,Graduate Certificate of Policy and Applied Social Research,Graduate Certificate,1,09,Society and Culture,0901,Political Science and Policy Studies,090103,Policy Studies,CRICOS
084528F,Graduate Diploma of Creative Writing,Graduate Diploma,1,10,Creative Arts,1007,Communication and Media Studies,100700,"Communication and Media Studies, n.f.d.",CRICOS
084529E,Graduate Diploma of International Relations,Graduate Diploma,1,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",CRICOS
084530A,Graduate Diploma of Policy and Applied Social Research,Graduate Diploma,1,09,Society and Culture,0901,Political Science and Policy Studies,090103,Policy Studies,CRICOS
084544F,Master of Ancient History,Masters Degree (Coursework),1,09,Society and Culture,0903,Studies in Human Society,090305,History,CRICOS
084546D,Master of Creative Writing,Masters Degree (Coursework),1,10,Creative Arts,1007,Communication and Media Studies,100700,"Communication and Media Studies, n.f.d.",CRICOS
084547C,Study Abroad,Non AQF Award,1,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",CRICOS
084698K,Master of Biotechnology,Masters Degree (Coursework),1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019905,Food Science and Biotechnology,CRICOS
084699J,Master of Chiropractic,Masters Degree (Coursework),1,06,Health,0617,Rehabilitation Therapies,061705,Chiropractic and Osteopathy,CRICOS
084700K,Master of Environment,Masters Degree (Coursework),1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050900,"Environmental Studies, n.f.d.",CRICOS
084701J,Master of Radiopharmaceutical Science,Masters Degree (Coursework),1,06,Health,0615,Radiography,061501,Radiography,CRICOS
085030B,Master of Engineering,Masters Degree (Coursework),1,03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031301,Electrical Engineering,CRICOS
085031A,Master of Philosophy (Medicine and Health Sciences),Masters Degree (Research),1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
085032M,Doctor of Philosophy (Medicine and Health Sciences),Doctoral Degree,1,06,Health,0601,Medical Studies,060199,"Medical Studies, n.e.c.",CRICOS
085296J,Standard Foundation Program,Non AQF Award,1,12,Mixed Field Programmes,1201,General Education Programmes,120199,"General Education Programmes, n.e.c.",CRICOS
086079K,Master of Conservation Biology,Masters Degree (Coursework),1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050901,"Land, Parks and Wildlife Management",CRICOS
086080F,Graduate Diploma of Conservation Biology,Graduate Diploma,1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050901,"Land, Parks and Wildlife Management",CRICOS
087679M,Bachelor of Clinical Science,Bachelor Degree,1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019901,Medical Science,CRICOS
087876F,Bachelor of Engineering (Honours),Bachelor Honours Degree,1,03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031300,"Electrical and Electronic Engineering and Technology, n.f.d.",CRICOS
087877E,Bachelor of Engineering (Honours) with the degree of Bachelor of Arts,Bachelor Honours Degree,1,03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031300,"Electrical and Electronic Engineering and Technology, n.f.d.",CRICOS
087877E,Bachelor of Engineering (Honours) with the degree of Bachelor of Arts,Bachelor Honours Degree,2,09,Society and Culture,0903,Studies in Human Society,090300,"Studies in Human Society, n.f.d.",CRICOS
087878D,Bachelor of Engineering (Honours) with the degree of Bachelor of Commerce,Bachelor Honours Degree,1,03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031300,"Electrical and Electronic Engineering and Technology, n.f.d.",CRICOS
087878D,Bachelor of Engineering (Honours) with the degree of Bachelor of Commerce,Bachelor Honours Degree,2,09,Society and Culture,0919,Economics and Econometrics,091901,Economics,CRICOS
087879C,Bachelor of Engineering (Honours) with the degree of Bachelor of Science,Bachelor Honours Degree,1,03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031300,"Electrical and Electronic Engineering and Technology, n.f.d.",CRICOS
087879C,Bachelor of Engineering (Honours) with the degree of Bachelor of Science,Bachelor Honours Degree,2,01,Natural and Physical Sciences,0109,Biological Sciences,010900,"Biological Sciences, n.f.d.",CRICOS
087880K,Master of Banking and Finance,Masters Degree (Coursework),1,08,Management and Commerce,0811,"Banking, Finance and Related Fields",081101,Banking and Finance,CRICOS
